,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
159626,112738.0,-2.46172940383157,2.89121459897605,-2.42276969447456,-1.53316161515569,0.346869527834685,-1.18221880416667,0.683252171838761,0.853793316311255,0.177227640765244,1.25874826574468,0.725988180627054,1.18060026685886,0.177402219876842,1.05459769718097,-0.809696233616977,-0.41644934121172,-0.319050342441197,-0.0226943941471323,-0.106176693140986,0.519787370679075,0.137672404429855,0.947022846092392,-0.0403485165588708,0.740068285958296,0.0021039238380846,-0.0110406153839394,0.0303790414305161,-0.284214512380626,3.66,0
215989,140310.0,-0.343696105723774,1.06236458083445,0.179124734821746,-0.658672261600057,0.413767572528981,-1.14838037216622,1.08445724649965,-0.182339830984998,0.224088417893795,-0.121385758594877,-1.17380989627476,-0.257108441980766,-0.804122841539162,0.205985294560446,-0.640787342914558,-0.301694058883226,-0.274448559056646,-0.666830424889303,0.0074609828176637,0.0375669656537561,-0.198786498390396,-0.298447752755831,0.0598584499241464,0.0363522417339216,-0.804416413681782,0.158015624968962,0.496269898146561,0.331083716892151,2.26,0
141185,84165.0,-0.315425206083255,1.60688019599829,1.75014569171706,2.62758612875569,0.400539057940956,0.150319015229663,0.667464539952048,-0.0250682323713725,-1.63602187209708,0.805085790598088,-0.671829852522589,0.182185912206988,1.68642278334423,-0.0558291371310422,1.1578971416054,0.0946070552623315,-0.285812924155907,-0.122291054380832,1.02921417468027,0.376901400989692,-0.211718559768894,-0.449554057124709,-0.0812322127451569,-0.118259091690453,-0.297146038302969,-0.014042596481763,0.389892955240762,0.20068809959225,2.6,0
141875,84513.0,0.876146099516516,-0.89626618281509,1.91875150620233,1.72273119114581,-1.5771515340995,1.41226945508688,-1.51070537295412,0.791728445067112,1.96316281012673,-0.230630592559318,0.0077925361710551,0.297630099501398,-2.56195998280282,-0.526829790421789,-1.64537600951713,-0.367168510859445,0.401244313972098,0.392831685261388,-0.0380483737289096,-0.212858410258059,0.170418474807429,0.781898708837218,-0.163729733608603,0.0319449103663801,0.379834561986183,-0.0851709988997002,0.10933923851447,0.0332140104660986,67.0,0
246206,153080.0,-0.0367140910427836,1.02598010614376,-0.968310209332692,-0.806106522075985,1.21920815183596,-0.32918510174158,0.834188366621974,0.0536002950930388,0.456447112660202,-0.477658761032331,-1.8377406689171,-1.29244268108741,-1.42163692282674,-0.827714969889433,0.0276232505446904,0.680040484590089,0.0841366130928805,0.293007363688636,0.12987046998473,0.080926279880669,-0.455524726146828,-1.17437228852406,0.010768686724426,-0.46814060221124,-0.287392076597674,0.184479759876519,0.315287528430764,0.137502241250407,7.98,0
57248,47826.0,-0.887286905534409,1.39000150924187,1.21968581996397,1.66142517591961,1.00922783931161,-0.733908444749524,0.855828927220991,7.68462281197611e-05,-1.27563149417191,-0.433393925731893,0.141178993422237,-0.46034845602669,-0.367867931021877,-1.16833941780754,0.152107630618373,0.882231823726865,0.601804858067329,-0.304092391463557,-2.19176427800358,-0.268347371086252,-0.0837343767453397,-0.346930257215667,-0.0506187067885922,0.23104442462061,-0.450759875468406,-0.376205380931623,0.0345043694610426,0.157775320404088,7.58,1
213517,139285.0,-0.0183359621789408,0.721758560968827,0.321680198402601,-0.676297902953723,0.349008534932528,-0.787232373760275,0.828838516429758,0.022587971937955,-0.143490840578909,-0.219967126086141,0.707769815768951,0.280733056251342,-1.20728626475855,0.54167607699584,-0.940091837483463,0.072759698224545,-0.508801147594352,-0.23183207348832,0.108893516660996,-0.102896611021705,-0.208831415876026,-0.511197246672878,0.093275508339394,-0.019773807260034,-0.58242691041804,0.124387440309928,0.238536041158953,0.0853155873311153,5.49,0
155327,105150.0,-0.490530162798842,1.06913845825505,-0.319620479125592,2.100144071769,3.95173009110698,4.0924462543361,0.241291767646257,0.921599342303711,-0.91198131239615,0.565864678628901,0.41082805400916,-3.30564037116672,1.38481980631473,2.02775348231456,-0.763717929855762,0.570634545004745,-0.162890101044025,0.173096414456299,-1.66650451443687,-0.0313930986028125,0.198655325550567,0.556041439607483,-0.185153160515836,0.634595967641671,-0.131445951196966,0.137119897468083,0.109576754378299,0.164032686325355,3.82,0
144024,85805.0,-0.520168326445671,0.402923141284466,2.11382058924173,0.052460622660599,-0.117581767430896,0.201134873179325,-0.0779262820772953,0.252625238247403,0.446603448125361,-0.687570893004251,-1.77419823714578,-0.510476885712945,-0.537899598772217,-0.408983816058938,0.113758621562739,0.30130725405097,-0.410856004376474,0.306683594812126,0.483767301198819,-0.0199335627230709,-0.0519516039367497,-0.0499164997969883,-0.217803226447639,-0.440340942271835,-0.184107450828295,0.323954681344019,0.106103474499751,0.118521085921607,3.39,0
167247,118569.0,2.06907035521982,0.0473119677245386,-1.69677476056871,0.461363775200479,0.317229338745446,-1.32023993083989,0.605427331352387,-0.490944120280224,0.523241532435919,-0.0814538126630793,-0.944528270086372,0.670273276337534,0.336307279306848,0.376643644506382,-0.358542688494138,-0.790118056805543,-0.166924098776816,-0.651604770389238,0.282140832919164,-0.214562462660688,-0.0014324403769729,0.248379961652371,-0.000170680159465,-0.068668730531684,0.395165192389442,-0.216344511427941,-0.0347930541635607,-0.0652245171500421,14.54,0
103648,68747.0,-3.66638925717707,3.7300874172458,-2.34584041815634,0.395588686766264,-1.21997547023439,1.47162293449042,-3.85837897451394,-2.62961728746397,-2.04947342313468,-1.97642310996959,-0.6162236586764,2.52084895372653,1.47492938504311,2.63271645860878,-0.257678889712313,1.32865910868021,0.231701767025781,0.406199185329623,-0.166089584327098,0.522504807424788,-2.2329498829726,0.596655484060411,0.662552166607965,-1.40053701150445,-0.260246306135506,-0.636630020761674,-1.41093517188364,-0.300748675035575,7.09,0
77849,57243.0,0.901617808509658,-0.741373531486547,0.0327234500217806,1.00149206968204,0.0390312165369485,1.55276899352988,-0.441088084404779,0.457056808697415,0.918401668510081,-0.137145582360103,-0.827279460520699,0.0302399401552395,-1.25819906839362,0.0649295171090037,-0.716229596683772,0.0935473318226582,-0.474539019425436,0.525589229941681,0.559726864638408,0.109114969393718,0.0008284984249339,-0.105735576530066,-0.431120600657816,-1.70132263794118,0.700275830163451,-0.169592434909089,0.0305159033501217,0.0205633282464558,164.5,0
79416,58017.0,0.99251188572421,-0.148167392225543,0.670476926503,1.36649530182976,-0.644361722583696,-0.268072476590659,-0.0597202924030989,0.0253848681133618,0.289427739282673,-0.0429569747920704,1.04710500699084,1.29680602170998,-0.139840616364365,0.0737803295067449,-1.13315676164404,-0.306603918457419,-0.160038395910077,0.047516108381213,0.203780934585452,0.0042726167658187,0.0525347909468053,0.205401250643781,-0.179277198279993,0.564028207127437,0.662495188136599,-0.325564850157955,0.0221678073888114,0.0270376918760252,82.99,0
241094,150879.0,-1.24944533662278,-0.357051661149588,2.31942224572158,-1.91364162689153,-2.29668609824055,1.18028010997165,-2.24154399168927,1.27401029313697,-1.04304821519224,-0.0614607402824882,-2.25459722005632,0.0390490595189044,1.54135109187193,-1.60501836241885,-2.0676007479633,-0.808484644907235,1.37064103115718,0.447277933215367,0.69182273907153,-0.401219342144889,0.0245006878035318,0.643584874098623,-0.331749291160618,0.738838935486332,0.481787990383817,0.189050535077296,-0.206239000135479,-0.0615635680502251,11.3,0
278111,168043.0,-0.106497688288757,0.991856246073184,-1.27346308766898,-0.495304927413723,0.277222546865,-0.354647315848247,0.812667071540629,0.0711972724210435,0.145773710396219,-0.48893574148193,0.860422418821311,0.0109349444996624,-1.09320863181301,-0.840345209492003,-0.821581763707305,0.552403973888721,0.396177163398155,0.802688383343115,-0.359539132755313,-0.375329984657535,0.21753958110011,0.665496433521738,0.0478967090008285,0.629766108752556,-0.746705565607057,0.360659825355729,-0.629734283463681,-0.295920771146702,80.25,0
167395,118660.0,-1.16884584180387,0.268061207852609,1.00766436095168,-0.709694858382569,0.77133404182753,0.217312518946875,0.831124919015738,0.229558890036096,-0.0401530471010945,-1.64896648104168,0.468046504532821,0.520613878689811,-0.46606219029625,-1.5186798181084,-2.38303639292887,0.0448347545306633,0.646769048513664,0.661363079630878,-0.29832493467335,0.185419838736954,0.270474597939426,0.7779673922825,-0.429699346406826,0.707222353277685,1.12843292387479,0.839437775589853,-0.0628208908870177,0.063191271456026,100.0,0
59083,48683.0,1.23571737595524,-0.151238149459537,0.905124857111603,0.665861604724957,-0.641596044239762,0.182471985475351,-0.601722734272912,0.0938905680982915,0.906485316380929,-0.255836562824839,-1.38956939758706,0.451768097191758,0.730319076765767,-0.563738642103138,0.201493416392315,0.38177715647174,-0.509268505872512,-0.0287023134804659,0.270679035708188,-0.0341081173519764,-0.139010919346108,-0.180721200610056,-0.0813516551727746,-0.404353139699034,0.383259685482961,0.36691237202624,0.0189166524687109,0.0203134920532723,11.5,0
153885,100501.0,-6.9852674861123,5.15109356872598,-4.59933777342036,4.53447860064768,0.849053978611719,-0.210701203278644,-4.42522968507474,-5.13452515572624,0.0693205728889109,-0.870997150804889,5.20081516878268,-7.80222778971281,0.0339124179895287,-7.56013197197136,-1.01465193469311,-1.50792960088674,-3.41027456780471,0.107544007359072,-1.37551765637273,-1.24699631854492,5.45367185347674,-2.05617714358307,-0.280333720590026,0.120771472511766,0.569357720918146,0.145971466001576,0.300193469284684,1.77936385243205,0.76,1
43428,41505.0,-16.5265065691231,8.58497179585822,-18.6498531851945,9.50559351508723,-13.7938185270957,-2.83240429939747,-16.701694296045,7.51734390370987,-8.50705863675898,-14.1101844415457,5.29923634963938,-10.8340064814734,1.67112025332681,-9.37385858364976,0.360805641631617,-9.89924654080666,-19.2362923697613,-8.39855199494575,3.10173536885404,-1.51492343527852,1.19073869481428,-1.12767000902061,-2.3585787697881,0.673461328987237,-1.4136996745882,-0.46276236139933,-2.01857524875161,-1.04280416970881,364.19,1
118138,74963.0,-0.0369177189507303,-0.149173608763734,0.987251625670958,0.105686488932587,-0.153054693031874,0.715696769940551,-0.119323508564222,0.139860826966246,-1.2817808853877,0.697912335989666,-0.259383468128615,0.710214224134477,1.67304661612337,-0.393638456912124,-0.46528974750089,-1.32886695499659,-0.632812565950293,2.44603732720329,0.309078695289854,-0.14149560733467,-0.003373398286077,0.546738866364561,0.110549435663023,-0.831338947663561,-0.951507009713337,-0.31278730643179,0.308675992559364,0.251077734825468,77.5,0
235512,148419.0,-0.50150330732423,0.821804560501408,0.0899141645916108,-0.0120224338016332,0.161584711443677,-0.834823887953553,0.29923999593973,0.389976784691716,-0.526270889606824,-0.449039775197831,0.571342370036233,-0.0843142229811472,-1.57351573348753,1.30670375846664,0.454528737006095,-0.336964219458377,-0.0949496285836535,0.898456872408741,0.944561768054646,-0.189331899760092,0.475160003791598,1.21948542447764,-0.246364570398435,0.0295789931534987,-0.337684592539171,-0.0193585695940431,0.0641579506982263,0.0805857532766302,1.0,0
60574,49387.0,-1.13808566909618,0.602549930250604,1.16280422610376,0.222166283748759,-0.397720400373531,-0.131298631019633,0.671537245427415,0.435342817116707,-0.586588611923208,-1.01319049798759,-0.576211795753631,0.432857149433197,0.287716001016572,0.281500262260448,0.20895733503702,-0.365487963609825,0.328728737689505,-0.846521393090507,-0.0992220015740539,0.160482940186405,0.0195055272951474,-0.235068506305961,0.258073892025049,0.0816601247635914,-0.148957829526544,0.190192478433162,-0.0764177061404233,0.0329993456399585,134.43,0
42696,41203.0,-8.42681446458936,6.24165891255794,-9.94646974501132,8.19961393161759,-8.21309336768256,-2.52204605104398,-11.6430282742756,5.33950009801351,-7.05101582770698,-12.2653238444006,7.04773274001302,-13.7429528415799,0.821627223133927,-14.1074642630375,1.02047093981622,-11.8478871921138,-21.6739867132891,-7.78404247450965,3.20430921695579,0.563869352833826,2.42746037443776,0.692666548056743,0.0203051671536146,0.499809093124917,0.467593621860553,0.483161969665241,1.19567086957704,0.198294350072086,88.23,1
239499,150138.0,-2.15085504470997,2.18791662800118,-3.43051589218087,0.119476214172018,-0.173210022248717,0.290699943542092,-2.80898761953492,-2.67935050574045,-0.556684932588288,-4.48548270396242,1.90399926160786,-2.64421945060054,-0.982272877372442,-4.69115085524464,-0.6930797524851,-2.55325078310516,-3.48343626722796,-0.0648523857005649,1.49032876283779,0.53214542192165,-0.0732053058243562,0.561496277430611,-0.0750342624995709,-0.437619179374193,0.353840756362622,-0.521338535540234,0.144464860203719,0.02658811547881,50.0,1
104548,69120.0,-1.57516508611401,-0.702298307239169,1.14985236654547,-1.65015431430488,0.593236208537325,-1.03780492097043,0.48360520994253,-0.142381689484641,1.22115311266467,-1.72454968189109,0.968273150239578,0.0203931279195329,-1.63184278287312,-1.10972425071726,0.0647021172826553,0.213269661789371,0.172557942040329,1.36267470624494,0.276281690740734,-0.166401428002007,-0.0432345821479985,0.1113489794067,-0.382508757725394,-0.104525577535007,0.333764565572165,-0.810326008438171,-0.0392185986565774,-0.116052661414503,143.77,0
269032,163498.0,-1.78462979782366,-0.313507319695898,-0.179946151232056,-0.210819296724867,0.838411791884429,-1.54312701536189,0.4441016611964,0.359107107931462,0.061244063706431,-1.97363232734477,-0.977341685808156,-0.414768604359012,-1.15823829311494,-0.932573036428186,-0.355992338928654,0.0860409335154999,1.30892629549906,0.319508556231709,-0.086300637339214,0.311446693663633,0.021465147765698,-0.552727054975705,0.0384549495983522,-0.156763039236208,0.0748154403134702,-0.095246654565249,-0.0362507293183378,-0.0921676846865625,112.89,0
151462,95559.0,-16.308650062507,11.6148005425867,-19.7393862972953,10.4638662754002,-12.599145656022,-1.2023933184963,-23.3805078207357,-5.78113300512982,-7.81102238181602,-16.3035376590131,5.57362527301538,-13.6352161247268,-0.483236243869236,-7.35279224297253,-2.39268418895092,-8.72814239367754,-17.5988535455879,-7.45595632935304,0.169740705598221,2.10603387120175,-4.88498262418118,1.14091043558273,1.39295263139548,0.348996604820014,-2.16750975079914,-0.798753537981903,-2.94277507305079,-0.462679619023024,1.63,1
154893,103523.0,1.95948667726392,-0.247710362232482,-1.70049352349583,-0.0286558472331248,1.09365982017921,1.2338215098459,-0.390568287993872,0.328091605677432,2.05959468134756,-0.38555644539297,1.66574981118839,-2.36280806412599,0.0550532238551986,2.47198880230011,0.453189642778719,-0.700248058098926,0.608981580236319,-0.0470436456259996,-0.904181699392298,-0.435885175372584,0.184182370911544,0.919618313176167,0.0345074132340581,-1.02633724145465,0.118258471418286,-0.371377762858189,0.0113531818694698,-0.0844248567009937,1.0,0
123301,76876.0,-1.29835900258265,1.07967115744319,-0.180677930886891,1.28783908383189,1.85827347944352,-2.22369500209375,0.525166986044906,-0.0968743110676978,-0.168893374133313,-2.544410418956,0.706999574201444,-0.835695915134352,-1.02211731659325,-4.99399178918475,-0.455706843211384,1.31536513941655,3.63919954823548,1.62342609471098,-1.53933883157799,-0.18757199362802,-0.332983053581271,-0.851270427572191,-0.370799798865314,0.29824168728035,0.442929877216587,-0.522832450531743,0.0001048565072203,0.135698346061769,1.0,1
91776,63624.0,-3.2838138453771,2.9327075018238,0.248396813354486,-2.0027283814933,-0.97391435169742,-1.11194913670793,0.259823207286135,0.272263398937603,2.38212665242778,3.5216355932558,1.61241759812517,0.559089475336062,-0.707236707787505,-0.667760107815233,0.049858775938475,0.532730227624735,-0.948437340298596,-0.0781011351519857,-0.942945069534701,1.68209396173009,-0.422329961025552,-0.44185066847376,0.154306721626835,0.505482074213135,0.336866995331572,0.752561691374855,1.52704588781535,0.842348700997979,0.77,0
151008,94362.0,-26.4577446501446,16.497471901867,-30.1773174564996,8.90415677106517,-17.8925996927224,-1.22790388102871,-31.1973285494605,-11.43892041491,-9.46257260540015,-22.1870885620007,4.41999660154863,-10.5923050053728,-0.703795803703315,-3.92620731586873,-2.40024649210124,-6.80988994039049,-12.4623149481086,-5.50105078380738,-0.567939572890149,2.81224110932946,-8.75569832116533,3.46089334478551,0.896537503959012,0.254835536763482,-0.738096558530353,-0.966564233789852,-7.26348214633855,-1.32488430656137,1.0,1
70947,54084.0,1.11428071083984,-0.166547799068812,-0.344264807194064,0.186492946982448,-0.34758367752741,-1.39438347991917,0.544939333272463,-0.39760406178667,-0.0831686407693187,-0.11658490835153,-0.326908761215112,-0.105361618123018,-0.468190843140155,0.6032681314893,0.827486003397566,-0.0539619834584994,-0.127650872542081,-0.607185897685358,0.0895797711028781,0.109714640917941,0.0111227511391065,-0.211742969023149,-0.175225117592829,0.45399719839933,0.494313654190768,1.06118072754714,-0.137217970588809,0.0085217522073851,114.95,0
30716,36050.0,0.053372630268776,1.12911498381562,0.995042581603652,0.860382918082831,0.0921739600563321,0.193792110418742,-0.188927604402789,-1.73204362489259,-0.481239128043102,-0.142799859604539,-0.741502091988886,0.750497253892999,1.64415489382682,0.0887906382621976,1.2890148543706,0.19644161123516,-0.492084089654706,-0.147743223478445,0.574613869831196,-0.183348183749933,1.19591715136992,-1.45152639478971,-0.195536789490604,-0.475875390862915,1.49306347394742,-0.322213110335755,0.0896138502154624,0.0729494395315285,9.99,0
89993,62825.0,1.22154839115342,-0.263138840590356,0.359185972528848,-0.785262255535453,-0.793452045711863,-1.06805962651926,-0.0189621055722778,-0.22513092106889,1.5456084740451,-1.20513747084468,-0.36339614785251,1.26892735408683,0.507565249772361,-0.109734538966077,0.480989457663325,-1.0539713832024,0.153531562683111,-0.465744332598283,1.00167204116095,-0.0438698114815992,-0.230466165946624,-0.408477618900378,-0.0375320901334692,0.397588985900688,0.636808381834805,-0.872016916563583,0.0691062217398452,0.0316317510689757,30.54,0
79847,58204.0,-0.761134810393335,1.33322109805846,0.23969560771533,-0.157051067446444,0.671837850874697,0.120741199984054,0.874054296042605,-0.867371414099202,1.01803284295773,1.9285699002387,0.503078261310579,-0.82975767403824,-1.30139958948964,-0.933338138223897,0.799154336062479,0.355666731868654,-0.807945828836114,0.853062667596114,1.21481244708429,0.156266957409073,-0.144780001664184,-0.449784011860307,0.0997837478255776,-0.935205969729447,-1.48771648531927,-0.19459657517094,-1.60371169782793,-0.449483721073752,8.05,0
15751,27187.0,-24.5902447690465,14.0445667815106,-26.2787005866145,6.32008926518927,-18.2245126736673,-4.60996782569686,-17.6810033715155,16.2136267471409,-3.79409346877414,-8.37275316035861,4.90168265513877,-6.87283866404082,0.769776762734501,-6.82658448658054,-0.0544341798176028,-6.08495266503583,-12.375270529796,-4.81034474126699,0.936742237936608,1.64920202229571,1.77706277243531,-1.80487368611576,-1.14060456917063,0.152234466415679,1.71599702403257,-0.22047119903665,1.43495058143483,0.422491857762666,99.99,1
207247,136584.0,2.00728793022681,-0.169437341959573,-1.94179725026128,0.166709984929827,0.688471967031826,-0.337089655164028,0.386475659246559,-0.193056381928728,0.100888285843422,0.241604340725088,0.532061292895878,0.986619243159479,0.0676706968904199,0.547419057615467,-1.04384489453287,-0.29549704176177,-0.439631952098193,-0.295046819608493,0.561304866685459,-0.107638670805465,0.0144579018076192,0.120584168314646,0.0266221328319851,0.358416111408091,0.197487998267479,0.531812662737371,-0.108220193565811,-0.0778779506589234,39.95,0
29503,35498.0,0.981973568693221,-0.409612875828032,0.99368637440522,1.2210895748955,-0.763168438312516,0.697981331114177,-0.784357400586248,0.458683206945798,0.73986651818147,0.0691571789836049,0.605754685152492,0.0461153496747235,-1.73127649468759,0.313649794228056,0.361427023847842,0.376642942536443,-0.410090593746141,0.587922581888623,-0.436853159247765,-0.131978108031815,0.198365045927156,0.518935400174132,-0.146278670115198,-0.3434512129821,0.363785349491837,-0.209910593061483,0.0566218341372799,0.0259362079516956,68.0,0
102609,68277.0,-2.1861877474831,1.97006545574326,1.49322689052195,0.460722183543488,-1.21522797811215,-0.516249669376625,-0.686540225694067,1.40169011788068,-1.04410921676866,-0.585262013860316,-1.21513344181175,-0.183779343405578,-0.255125319945137,0.695691257330428,0.177120560672365,1.76698790208135,-0.506260890071036,0.0351429947447516,-1.70467311315445,-0.368250200242431,0.115471233974706,-0.232772272076506,-0.0467883785412079,0.381843170568058,0.147135698879637,0.721203244431829,-0.439333739456747,-0.0773185080876052,7.05,0
134615,80886.0,1.28058754450872,0.0425905663154902,-0.376641291035754,0.350822491116239,0.263953093159502,0.145647595946254,-0.16699894599767,0.159730097626884,0.493946648677715,-0.259860226392217,-1.51498170392363,-1.44444641268698,-1.99607816332661,0.147879913175346,1.71900930445871,0.711404361380052,-0.0955143535223979,0.0124775272869177,-0.0173100880024934,-0.193154936490396,-0.371008945320642,-1.18209871095915,0.0017749262360138,-1.43476032836642,0.241668123602166,0.217539848028653,-0.0273149864358493,0.0105955070652704,16.99,0
246867,153365.0,2.14986420534226,-0.527308735880897,-3.69916931651924,-2.66642364504779,2.67103283044563,2.34352863750063,0.0725860271635053,0.444186312778203,0.961264245367084,-0.736716858835383,0.339679902928361,0.607798841510468,-0.283832373448222,1.03104588551843,1.37763356469363,-1.21537552874457,-0.165728625146412,-0.562952528278551,0.703287626910257,-0.130783019382276,0.113125098146308,0.401713610867262,0.0017772927484999,0.765767738809995,0.479273289331157,-0.0563921672357593,-0.0404184264007583,-0.0818601361691663,11.98,0
130287,79324.0,1.20242100099795,-0.521813567107694,0.846710353837306,-0.758167211519611,-1.17718163734068,-0.395998173741952,-0.767308937016506,0.203274898704905,2.0786439837193,-1.07333310535984,-0.510951017660056,-0.090282258682261,-1.78449303662642,0.222596247010223,1.71318110223126,-0.654155063411135,0.232061803179535,-0.0498015554803002,0.20920173488801,-0.267943299393266,-0.0045252982911791,0.187561157388838,0.014555101469896,0.0508834971177224,0.369027760085099,-0.651110354988922,0.0988641040086574,0.0281834099128585,1.0,0
260443,159559.0,0.0923042093142154,0.0705415495787715,0.917997735879291,-0.357439027368614,0.0023539095601648,-0.625889836825592,0.058507228416928,0.0063508423915464,0.582606251608847,-0.590004737218606,-1.08426142067437,0.352368843497367,0.547095223553551,-0.438656824465517,-0.189387426422455,0.218720137184395,-0.579337135429175,-0.010350231339714,-0.597521819100648,-0.0810984835238923,0.330342853511613,1.08102461482884,0.0418271829237486,0.0563355741130596,-0.765413149278773,0.481585909665747,0.0694175274210541,0.062765178070834,15.76,0
11223,19470.0,-1.865045023143,1.96530939781896,1.2296329654641,2.53130451717991,0.483209624417709,2.08637831776208,-1.05852632007353,-1.68166974851149,-0.320616029469415,0.432788686057969,1.03310838406921,-2.07646569435971,2.60176941456925,1.92865454989473,0.268981091235093,0.492775854000117,0.5105517203085,1.17097532885354,0.88719612826947,-0.61968270361717,2.33980640034199,-0.289533481080294,0.0405503647970901,-1.3982971316442,0.398435074288764,0.490810518206568,0.0294156776686399,-0.0438203202147465,18.66,0
